date,1. open,2. high,3. low,4. close,5. volume
2021-09-30 16:00:00,282.76,282.76,281.62,281.75,929126.0
2021-09-30 15:59:00,282.45,282.84,282.38,282.76,354395.0
2021-09-30 15:58:00,282.42,282.5854,282.29,282.45,222554.0
2021-09-30 15:57:00,282.57,282.66,282.38,282.41,187989.0
2021-09-30 15:56:00,282.72,282.76,282.42,282.575,233328.0
2021-09-30 15:55:00,283.02,283.03,281.89,282.76,338968.0
2021-09-30 15:54:00,282.79,283.18,282.6432,283.0169,182799.0
2021-09-30 15:53:00,282.74,283.04,282.63,282.78,139630.0
2021-09-30 15:52:00,282.84,282.92,282.594,282.7693,202121.0
2021-09-30 15:51:00,282.71,282.87,282.38,282.84,264138.0
2021-09-30 15:50:00,282.84,283.02,282.71,282.72,98723.0
2021-09-30 15:49:00,283.07,283.1199,282.81,282.8384,90236.0
2021-09-30 15:48:00,283.03,283.23,282.96,283.07,76840.0
2021-09-30 15:47:00,282.84,283.01,282.8,282.995,81480.0
2021-09-30 15:46:00,283.0,283.015,282.6001,282.8241,98891.0
2021-09-30 15:45:00,283.019,283.04,282.89,282.995,57574.0
2021-09-30 15:44:00,283.1,283.12,282.93,283.035,104732.0
2021-09-30 15:43:00,283.39,283.39,283.1,283.1,91115.0
2021-09-30 15:42:00,283.59,283.69,283.33,283.35,67199.0
2021-09-30 15:41:00,283.63,283.72,283.55,283.5899,50698.0
2021-09-30 15:40:00,283.76,283.86,283.62,283.6567,60657.0
2021-09-30 15:39:00,283.995,284.0,283.66,283.76,61870.0
2021-09-30 15:38:00,284.1,284.17,284.0,284.0101,47094.0
2021-09-30 15:37:00,284.11,284.26,284.05,284.1,87079.0
2021-09-30 15:36:00,284.22,284.275,284.0601,284.11,65990.0
2021-09-30 15:35:00,284.235,284.43,284.22,284.22,67064.0
2021-09-30 15:34:00,284.0871,284.25,284.02,284.19,43014.0
2021-09-30 15:33:00,284.17,284.22,284.07,284.08,44996.0
2021-09-30 15:32:00,284.04,284.19,284.03,284.17,56853.0
2021-09-30 15:31:00,283.85,284.05,283.805,284.05,56979.0
2021-09-30 15:30:00,284.2,284.21,283.82,283.84,149821.0
2021-09-30 15:29:00,284.28,284.29,284.14,284.2113,81318.0
2021-09-30 15:28:00,284.0555,284.32,284.0555,284.27,41441.0
2021-09-30 15:27:00,284.19,284.24,284.03,284.045,39017.0
2021-09-30 15:26:00,284.16,284.32,284.15,284.18,49314.0
